potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6,encoder0,encoder1,encoder2,encoder3,encoder4,encoder5,encoder6
-2.1051858066162112,-1.0495844030472965,0.00983874057905718,-5.9143642175784334,-5.954528840174763,-5.956599734578019,-5.936990475185748
-2.1051858066162112,-1.0496698159389084,0.00983874057905718,-5.914270292578428,-5.954434096424759,-5.956599734578019,-5.936895662685746
-2.105246751187014,-1.049704799688909,0.00983874057905718,-5.9143642175784334,-5.954718327674769,-5.956977809578032,-5.937180100185753
-2.105246751187014,-1.0496698159389084,0.00983874057905718,-5.9144581425784395,-5.954244608924753,-5.956599734578019,-5.9370852876857505
-2.105201252007822,-1.0496698159389084,0.009842831768310568,-5.914270292578428,-5.954434096424759,-5.956788772078025,-5.936611225185741
-2.105315418453623,-1.0496775386347137,0.009842831768310568,-5.9143642175784334,-5.954434096424759,-5.956694253328021,-5.936895662685746
-2.1052544738828196,-1.049642554884713,0.009846922957563953,-5.9143642175784334,-5.954623583924766,-5.956694253328021,-5.9367060376857435
-2.105132584741213,-1.0495571419931011,0.009846922957563953,-5.9144581425784395,-5.954623583924766,-5.956788772078025,-5.937180100185753
-2.1051248620454075,-1.049704799688909,0.009842831768310568,-5.914552067578445,-5.954623583924766,-5.956599734578019,-5.936800850185744
-2.105246751187014,-1.0497125223847144,0.00983464938980379,-5.914082442578417,-5.954623583924766,-5.956694253328021,-5.936895662685746
-2.1053609176328156,-1.0497202450805196,0.009845626663743393,-5.9144581425784395,-5.954434096424759,-5.956599734578019,-5.936895662685746
-2.1053686403286207,-1.0496775386347137,0.009845626663743393,-5.914552067578445,-5.954623583924766,-5.956599734578019,-5.937180100185753
-2.105299973062012,-1.0496075711347124,0.009833353095983231,-5.9144581425784395,-5.954623583924766,-5.956505215828015,-5.937180100185753
-2.105246751187014,-1.0495725873847117,0.009833353095983231,-5.914552067578445,-5.954528840174763,-5.956599734578019,-5.936990475185748
-2.1051935293120163,-1.049599848438907,0.009833353095983231,-5.914176367578423,-5.954907815174776,-5.956694253328021,-5.936990475185748
-2.105299973062012,-1.049685261330519,0.009829261906729846,-5.914552067578445,-5.954813071424772,-5.956788772078025,-5.936895662685746
-2.1051935293120163,-1.0497552288305203,0.00983744428523662,-5.914552067578445,-5.954718327674769,-5.956694253328021,-5.937274912685755
-2.105299973062012,-1.0497125223847144,0.009841535474490008,-5.9144581425784395,-5.954623583924766,-5.956788772078025,-5.936990475185748
