potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6
-0.20465044251363107,0.0953559070647505,-0.0008188591331737861,-0.012710747989283178,0.02217094104336015,0.027782282343678855,0.016749206711752507
-0.20470257547507087,0.09542417006832604,-0.000810734243173801,-0.0125231354728359,0.022453555822878446,0.02787575173931911,0.016468226897765614
-0.20470257547507087,0.09539003856653827,-0.0008188591331737861,-0.012898360505730011,0.02254776074938425,0.02796922113495892,0.016936526587743472
-0.20475470843651067,0.09542417006832604,-0.0008147966881737918,-0.0125231354728359,0.0223593508963722,0.02787575173931911,0.016561886835761097
-0.20465044251363107,0.09539003856653827,-0.0008188591331737861,-0.012710747989283178,0.0223593508963722,0.027782282343678855,0.01665554677375658
-0.20465044251363107,0.09542417006832604,-0.0008269840231737678,-0.012804554247506594,0.0223593508963722,0.027782282343678855,0.01665554677375658
-0.20470257547507087,0.09539003856653827,-0.0008147966881737918,-0.012710747989283178,0.022641965675890496,0.02796922113495892,0.016749206711752507
-0.20454617659075192,0.09545830157011381,-0.000822921578173777,-0.012616941731059761,0.02226514596986595,0.02796922113495892,0.016749206711752507
-0.20454617659075192,0.09542417006832604,-0.0008269840231737678,-0.0125231354728359,0.02254776074938425,0.02796922113495892,0.01684286664974799
-0.20480684139795002,0.09528764406117474,-0.000810734243173801,-0.012710747989283178,0.02254776074938425,0.028156159926239432,0.016749206711752507
-0.20449404362931212,0.0953559070647505,-0.000822921578173777,-0.012898360505730011,0.02254776074938425,0.02796922113495892,0.01665554677375658
-0.20465044251363107,0.09552656457368958,-0.0008188591331737861,-0.0125231354728359,0.02254776074938425,0.028062690530599177,0.016561886835761097
-0.20465044251363107,0.0953559070647505,-0.0008188591331737861,-0.0125231354728359,0.022453555822878446,0.02796922113495892,0.01684286664974799
-0.20475470843651067,0.09528764406117474,-0.000822921578173777,-0.012616941731059761,0.022453555822878446,0.027782282343678855,0.016561886835761097
-0.20465044251363107,0.09539003856653827,-0.000822921578173777,-0.012616941731059761,0.02254776074938425,0.027782282343678855,0.01684286664974799
-0.20475470843651067,0.09545830157011381,-0.0008147966881737918,-0.0125231354728359,0.02254776074938425,0.02787575173931911,0.016749206711752507
-0.20449404362931212,0.09539003856653827,-0.0008147966881737918,-0.012804554247506594,0.0223593508963722,0.02796922113495892,0.01684286664974799
-0.20465044251363107,0.09542417006832604,-0.0008269840231737678,-0.012616941731059761,0.02226514596986595,0.02787575173931911,0.01665554677375658
-0.20454617659075192,0.09539003856653827,-0.0008188591331737861,-0.012898360505730011,0.02254776074938425,0.02787575173931911,0.016561886835761097
-0.20459830955219127,0.09545830157011381,-0.0008188591331737861,-0.0125231354728359,0.022453555822878446,0.02787575173931911,0.01665554677375658
-0.20465044251363107,0.09545830157011381,-0.0008310464681737621,-0.012616941731059761,0.0223593508963722,0.02787575173931911,0.01684286664974799
-0.20465044251363107,0.09545830157011381,-0.0008147966881737918,-0.0125231354728359,0.02226514596986595,0.028062690530599177,0.016749206711752507
-0.20465044251363107,0.09542417006832604,-0.0008147966881737918,-0.012710747989283178,0.02254776074938425,0.028062690530599177,0.01684286664974799
-0.20470257547507087,0.09539003856653827,-0.000810734243173801,-0.012898360505730011,0.0223593508963722,0.027782282343678855,0.01665554677375658
-0.20470257547507087,0.09539003856653827,-0.0008147966881737918,-0.0125231354728359,0.02254776074938425,0.02796922113495892,0.016561886835761097
-0.20449404362931212,0.09545830157011381,-0.0008147966881737918,-0.0125231354728359,0.02254776074938425,0.02796922113495892,0.01684286664974799
-0.20470257547507087,0.09539003856653827,-0.0008147966881737918,-0.0125231354728359,0.02254776074938425,0.027782282343678855,0.01665554677375658
-0.20465044251363107,0.09532177556296273,-0.0008147966881737918,-0.012710747989283178,0.02226514596986595,0.02796922113495892,0.016468226897765614
-0.20470257547507087,0.0953559070647505,-0.0008147966881737918,-0.012710747989283178,0.0223593508963722,0.02796922113495892,0.01665554677375658
-0.20465044251363107,0.09539003856653827,-0.0008147966881737918,-0.0125231354728359,0.0223593508963722,0.028062690530599177,0.016561886835761097
-0.20459830955219127,0.09539003856653827,-0.0008066717981738102,-0.012710747989283178,0.02226514596986595,0.02787575173931911,0.01665554677375658
-0.20475470843651067,0.09539003856653827,-0.0008188591331737861,-0.0125231354728359,0.02254776074938425,0.02796922113495892,0.01665554677375658
-0.20485897435938982,0.09539003856653827,-0.0008147966881737918,-0.012616941731059761,0.02254776074938425,0.02796922113495892,0.01665554677375658
-0.20470257547507087,0.09539003856653827,-0.000810734243173801,-0.012710747989283178,0.022453555822878446,0.027782282343678855,0.01665554677375658
-0.20470257547507087,0.09532177556296273,-0.0008310464681737621,-0.012616941731059761,0.02254776074938425,0.02796922113495892,0.016468226897765614
-0.20470257547507087,0.09542417006832604,-0.0008188591331737861,-0.012710747989283178,0.022453555822878446,0.02796922113495892,0.01665554677375658
-0.20465044251363107,0.09545830157011381,-0.000822921578173777,-0.012616941731059761,0.022641965675890496,0.028062690530599177,0.01665554677375658
-0.20465044251363107,0.09539003856653827,-0.0008188591331737861,-0.012804554247506594,0.02254776074938425,0.02796922113495892,0.016749206711752507
-0.20465044251363107,0.0953559070647505,-0.0008066717981738102,-0.012616941731059761,0.0223593508963722,0.028062690530599177,0.016561886835761097
-0.20465044251363107,0.09539003856653827,-0.0008310464681737621,-0.0125231354728359,0.02226514596986595,0.02787575173931911,0.016468226897765614
-0.20465044251363107,0.09539003856653827,-0.0008147966881737918,-0.012804554247506594,0.0223593508963722,0.02787575173931911,0.016468226897765614
-0.20470257547507087,0.09542417006832604,-0.0008188591331737861,-0.012804554247506594,0.022453555822878446,0.028062690530599177,0.016749206711752507
-0.20475470843651067,0.0953559070647505,-0.0008066717981738102,-0.0125231354728359,0.0223593508963722,0.027782282343678855,0.01665554677375658
-0.20454617659075192,0.09539003856653827,-0.000810734243173801,-0.012616941731059761,0.02254776074938425,0.02796922113495892,0.01684286664974799
